"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","ENF_CONCLUSION_NMBR","ENF_CONCLUSION_ACTION_CODE","ENF_CONCLUSION_NAME","SETTLEMENT_LODGED_DATE","SETTLEMENT_ENTERED_DATE","SETTLEMENT_FY","PRIMARY_LAW","REGION_CODE","ACTIVITY_TYPE_CODE","FED_PENALTY_ASSESSED_AMT","STATE_LOCAL_PENALTY_AMT","SEP_AMT","COMPLIANCE_ACTION_COST","COST_RECOVERY_AWARDED_AMT"
"831","01-1998-0021","779","1","FCT","QUINCY FIRE DEPARTMENT","11/04/1997","03/04/1999","1999","RCRA","01","AFR","1200",,,"1000",
"7305","02-2000-1033","6031","1","ACO","ACE INSULATION COMPANY",,"03/23/2000","2000","CAA","02","AFR",,,,"0",
"7308","02-2000-1036","6034","1","ACO","AULSON COMPANY (THE)",,"03/23/2000","2000","CAA","02","AFR",,,,"0",
"1806","02-1979-0012","1576","2","CDC","NL INDUSTRIES INC","07/22/1980","07/22/1980","1980","CAA","02","JDC",,,,"0",
"1925","02-1985-0022","1693","1","CDC","NU-TRONIC CIRCUIT CO., INC.","04/13/1987","04/13/1987","1987","CWA","02","JDC","68000",,,"0",
"1926","02-1985-0023","1694","1","CDC","HENRY NELKIN, INC.","10/06/1987","10/06/1987","1988","CWA","02","JDC","25000",,,"0",
"1418","01-2000-0234","1296","1","ACO","EPPING TOWN OF","09/01/2000","09/01/2000","2000","CWA","01","AFR",,,,"5300000",
"1427","01-2000-0244","1305","1","APO","METAL FINISHING TECHNOLOGIES","12/10/2000","12/10/2000","2001","EPCRA","01","AFR","1000",,,"0",
"1436","01-2000-0254","1314","1","APO","RATHBONE PRECISON METAL","12/10/2000","12/10/2000","2001","EPCRA","01","AFR","1000",,,"0",
"1441","01-2000-0259","1319","1","APO","FLEXOGRAPHIC PRINTING PLATE","12/10/2000","12/10/2000","2001","EPCRA","01","AFR","1000",,,"0",
"1452","01-2000-0270","1330","1","ACO","CRC CHROME","09/29/2000","09/29/2000","2000","CAA","01","AFR",,,,"0",
"1777","02-1978-0010","1556","1","CDC","LI TUNGSTEN CORP","06/29/1979","06/29/1979","1979","CWA","02","JDC","10000",,,"0",
"1650","01-2002-0012","43450","1","CDC","FRANC MOTORS ET AL","01/11/2002","09/18/2002","2002","CERCLA","01","JDC",,,,"0","305000"
"1029","01-1999-0038","967","1","CDC","LLOYD MANUFACTURING CORP","07/24/2000","10/24/2000","2001","CAA","01","JDC","240000",,,"348200",
"864","01-1998-0055","812","1","APO","HAMPTON NH TOWN OF","03/30/1998","05/19/1998","1998","CWA","01","AFR","5700",,,"0",
"2980","02-1988-0350","2332","1","APO","FERMIN R. MORALES INC","04/29/1988","07/28/1989","1989","TSCA","02","AFR","10800",,,"0",
"1815","02-1979-0021","1584","1","CDC","NIAGARA FALLS, CITY OF","04/13/1993","04/13/1993","1993","CWA","02","JDC","1",,,"0",
"310","01-1995-0004","277","1","APO","RIDGEFIELD, TOWN OF","09/29/1994","10/16/1995","1996","CWA","01","AFR","9500",,,"250000",
"314","01-1995-0008","281","1","APO","GENERAL SIGNAL CORPORATION","12/30/1994","07/14/1995","1995","TSCA","01","AFR","7650",,,"0",
"317","01-1995-0011","284","1","APO","SCOTT PAPER COMPANY INC/SD WARREN BRANCH","09/30/1994","01/12/1996","1996","CAA","01","AFR","35000",,,"0",
"318","01-1995-0012","285","1","APO","MACONE, DOUGLAS J & MACONE BROS. INC","09/16/1994","01/24/1995","1995","CWA","01","AFR","500",,,"0",
"3080","02-1988-0539","2391","1","APO","HARDINGE BROTHERS INC","09/02/1988","06/20/1989","1989","TSCA","02","AFR","10250",,,"0",
"3639","02-1989-0346","2799","1","APO","MOBIL-T&B SERVICE CENTER","09/28/1989","08/27/1990","1990","SDWA","02","AFR","7000",,,"0",
"3644","02-1989-0351","2803","1","APO","MARIJON DYEING AND FINISHING CO., INC.","09/26/1989","12/26/1990","1991","EPCRA","02","AFR","30600",,,"0",
"3511","02-1989-0206","2712","1","APO","GRINNEL LITHOGRAPHIC CO., INC.","06/21/1989","06/29/1990","1990","EPCRA","02","AFR","10200",,,"0",
"3512","02-1989-0207","2713","1","APO","HARMAC INDUSTRIES","06/21/1989","12/13/1991","1992","EPCRA","02","AFR","2000",,,"0",
"3108","02-1988-0571","2407","1","APO","WEEKS & MIDDLESEX","07/14/1988","07/25/1990","1990","MPRSA","02","AFR","22973",,,"0",
"3109","02-1988-0572","2408","1","APO","GEN MARINE & MIDDLESEX","07/14/1988","09/28/1990","1990","MPRSA","02","AFR","14175",,,"0",
"646","01-1997-0088","600","1","FCT","R D MCCART INC","06/05/1997","01/29/1998","1998","RCRA","01","AFR","100",,,"0",
"656","01-1997-0098","610","1","FCT","CARLS GARAGE","05/14/1997","11/04/1997","1998","RCRA","01","AFR","300",,,"0",
"665","01-1997-0107","619","1","APO","CHELSEA YACHT CLUB","06/27/1997","01/23/1998","1998","CWA","01","AFR","9000",,,"90000",
"3818","02-1990-0077","2917","1","APO","SCHENECTADY CHEMICALS","03/30/1990","03/29/1991","1991","RCRA","02","AFR","17000",,,"0",
"3856","02-1990-0121","2937","1","AOC","ENVIROTEK II SITE","05/08/1990","05/08/1990","1990","CERCLA","02","AFR",,,,"0","1"
"2991","02-1988-0363","2339","1","APO","MONROE COUNTY WATER AUTHORITY","06/14/1988","12/29/1988","1989","TSCA","02","AFR","10500",,,"0",
"2995","02-1988-0373","2340","1","APO","ROLLINS ENV SERVICES","06/28/1988","09/28/1990","1990","TSCA","02","AFR","25000",,,"0",
"4191","02-1991-0199","3201","1","APO","BRITISH AIRWAYS LTD","06/20/1991","03/24/1992","1992","TSCA","02","AFR","65000",,,"0",
"4194","02-1991-0202","3203","1","PSA","**PROPOSED SETTLEMENT**",,,,"RCRA","02","AFR",,,,"0",
"4023","02-1991-0003","3071","1","APO","PRASA","12/07/1990","05/21/1992","1992","CWA","02","AFR","50000",,,"0",
"338","01-1995-0032","305","1","APO","FL INDUSTRIES INC","04/01/1992","12/01/1995","1996","EPCRA","01","AFR","97930",,,"0",
"340","01-1995-0034","307","1","APO","GIERING METAL FINISHING INCORPORATED","04/22/1994","08/07/1995","1995","RCRA","01","AFR","65000",,,"0",
"341","01-1995-0035","308","1","APO","LINEMASTER SWITCH CORPORATION","10/05/1994","03/30/1995","1995","EPCRA","01","AFR","35700",,,"0",
"342","01-1995-0036","309","1","APO","NELES JAMESBURY INC","06/01/1993","05/19/1998","1998","EPCRA","01","AFR","82640",,"260750","2500",
"344","01-1995-0038","311","1","APO","COLFAX INC","09/13/1993","11/24/1995","1996","EPCRA","01","AFR","56480",,,"0",
"347","01-1995-0041","314","1","APO","CASCO PRODUCTS CORPORATIO","09/28/1994","02/17/1995","1995","CWA","01","AFR","10000",,,"0",
"352","01-1995-0046","319","1","APO","AC INDUSTRIES INC","09/30/1992","08/21/1996","1996","TSCA","01","AFR","35700",,,"10000",
"3352","02-1988-0825","2620","1","APO","PRINCETON REGIONAL SD","07/30/1985","09/11/1986","1986","TSCA","02","AFR","3650",,,"0",
"4569","02-1992-0220","3516","1","CDC","PUROLATOR PRODUCTS COMPANY","06/17/1993","06/17/1993","1993","CERCLA","02","JDC",,,,"0","625174"
"4573","02-1992-0224","3520","1","APO","HOSPITAL DR. GARRIDO MORALES & THE COMMON WEALTH O","09/30/1992","03/28/1995","1995","TSCA","02","AFR","14000",,,"0",
"4694","02-1993-0054","3618","1","CDC","IRVING I. ELLIS","03/28/1997","06/02/1997","1997","CERCLA","02","JDC",,,,"0",
"4697","02-1993-0058","3621","1","CDC","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","10/30/2000","01/16/2001","2001","CAA","02","JDC","80000",,,"0",
"4518","02-1992-0167","3472","1","APO","CITY & COUNTRY SCHOOL","04/08/1992","09/15/1992","1992","TSCA","02","AFR","4000",,,"0",
"1745","02-1976-0005","1531","1","CDC","GENERAL GASES & SUPP","11/15/1976","11/15/1976","1977","CWA","02","JDC","5500",,,"0",
"1752","02-1976-0012","1537","1","CDC","CAMDEN, CITY OF","03/29/1979","03/29/1979","1979","CWA","02","JDC",,,,"0",
"1757","02-1977-0005","1542","1","CDC","UTICA, CITY OF","08/16/1977","08/16/1977","1977","CWA","02","JDC","5000",,,"0",
"4584","02-1992-0236","3531","1","APO","DREW DIVISION","09/14/1992","12/07/1992","1993","TSCA","02","AFR","12000",,,"0",
"4593","02-1992-0245","3539","1","ACO","GENERAL SERVICES ADMINISTRATION","09/29/1992","09/29/1992","1992","CWA","02","AFR",,,,"0",
"1846","02-1982-0034","1614","1","CDC","DRI-PRINT FOILS(BEATRICE FOOD)","09/07/1983","09/07/1983","1983","CAA","02","JDC","25000",,,"0",
"3886","02-1990-0153","2964","1","APO","PENNWALT CORP.","06/26/1990","09/26/1990","1990","TSCA","02","AFR","1000",,,"0",
"6391","02-1998-0035","5183","1","ACO","VILLA CAROLINA P.S. - CAROLINA WWTP",,"12/23/1997","1998","CWA","02","AFR",,,,"30000",
"612","01-1997-0054","567","1","APO","VETERANS ADMINISTRATION HOSPITAL (MA)","09/29/1996","09/29/1996","1996","RCRA","01","AFR","47725",,,"0",
"618","01-1997-0060","573","1","ACO","LEE CHRISTIAN SCHOOL AND PASTOR DUMPHY","03/29/1997","03/29/1997","1997","SDWA","01","AFR",,,,"0",
"626","01-1997-0068","581","1","APO","SANFORD SEWER DISTRICT","03/19/1997","05/09/1997","1997","CAA","01","AFR","3600",,,"0",
"3535","02-1989-0232","2735","1","CDC","NASSAU, COUNTY OF & NASSAU DPW","08/02/1989","08/02/1989","1989","MPRSA","02","JDC",,,,"0",
"3307","02-1988-0780","2581","1","APO","DOCK RESINS CORPORATION","01/26/1981","04/09/1981","1981","TSCA","02","AFR","6600",,,"0",
"3317","02-1988-0790","2589","1","APO","GAF CORPORATION (LINDEN)","06/17/1981","12/17/1981","1982","TSCA","02","AFR","2500",,,"0",
"3321","02-1988-0794","2593","1","APO","HIGH POINT REGIONAL HIGH SCHOOL DISTRICT","09/24/1984","07/16/1985","1985","TSCA","02","AFR","3600",,,"0",
"3325","02-1988-0798","2597","1","APO","INT'L FLAVORS & FRAGRANCES","11/04/1982","11/08/1982","1983","TSCA","02","AFR","34425",,,"0",
"3328","02-1988-0801","2600","1","APO","JERSEY STATE POWER EQUIPMENT CORP","11/23/1981","12/29/1982","1983","TSCA","02","AFR","2400",,,"0",
"3331","02-1988-0804","2603","1","APO","L & L WHITE METAL CASTING CORP","09/28/1983","03/07/1985","1985","TSCA","02","AFR","2000",,,"0",
"3345","02-1988-0818","2613","1","APO","NORTH BERGEN BOE","12/06/1984","06/28/1985","1985","TSCA","02","AFR","2340",,,"0",
"4411","02-1992-0060","3379","1","APO","HUNTERDON INDUSTRIAL GASES","02/06/1992","05/26/1992","1992","EPCRA","02","AFR","3375",,,"0",
"4413","02-1992-0062","3381","1","APO","REMPAC FOAM CORP","02/06/1992","03/27/1992","1992","EPCRA","02","AFR","750",,,"0",
"8259","02-2001-1029","6942","1","ACO","BOYLE SERVICES INC",,"09/28/2001","2001","CAA","02","AFR",,,,"0",
"5526","02-1995-0330","4349","1","CDC","COASTAL EAGLE POINT OIL COMPANY ET AL","10/01/1998","11/25/1998","1999","CAA","02","JDC","300000",,,"0",
"5728","02-1996-0124","4543","1","ACO","VILLAGE OF BATH WWTF",,"06/26/1996","1996","CWA","02","AFR",,,,"500",
"1101","01-1999-0112","1027","1","ACO","GROVELAND WELLS","09/29/1999","09/29/1999","1999","CERCLA","01","AFR",,,,"0",
"1112","01-1999-0126","1037","1","APO","PRATT & WHITNEY AIRCRAFT","09/30/1999","11/19/1999","2000","EPCRA","01","AFR","1350",,,"0",
"1227","01-2000-0029","1139","1","FCT","TWEED-NEW HAVEN AIRPORT","03/08/2000","06/05/2000","2000","RCRA","01","AFR","1000",,,"500",
"3125","02-1988-0588","2428","5","CDC","OWNER'S REALTY MGNT","09/06/1996","09/06/1996","1996","CAA","02","JDC","412500",,,"0",
"3127","02-1988-0590","2430","1","APO","FRONTIER CHEMICAL WASTE PROCESS","09/29/1988","04/26/1990","1990","TSCA","02","AFR","22500",,,"0",
"2572","02-1987-0365","2159","1","APO","RED DEVIL PAINT & CHEMICAL CO","08/12/1987","12/02/1987","1988","FIFRA","02","AFR","500",,,"0",
"2573","02-1987-0374","2160","1","APO","LEROY CSD","03/21/1986","09/15/1986","1986","TSCA","02","AFR","7300",,,"0",
"2598","02-1987-0412","2170","1","APO","SPRINGFIELD CENTER BOE","09/10/1987","12/21/1987","1988","TSCA","02","AFR","1500",,,"0",
"3608","02-1989-0314","2769","1","PSA","**PROPOSED SETTLEMENT**",,,,"FIFRA","02","AFR",,,,"0",
"3614","02-1989-0320","2775","1","PSA","**PROPOSED SETTLEMENT**",,,,"FIFRA","02","AFR",,,,"0",
"3626","02-1989-0333","2787","1","APO","PITMAN-MOORE INC","06/30/1989","04/12/1991","1991","FIFRA","02","AFR","2240",,,"0",
"16110","03-1993-0092","9373","1","ACO","USX CORPORATION","04/20/1993","04/20/1993","1993","RCRA","03","AFR",,,,"0",
"4442","02-1992-0091","3410","1","APO","CRICKET CONVERTERS INC","12/31/1991","09/04/1992","1992","RCRA","02","AFR","8250",,,"0",
"4443","02-1992-0092","3411","1","APO","CRAY VALLEY PRODUCTS","03/30/1992","09/01/1994","1994","TSCA","02","AFR","175000",,,"0",
"4726","02-1993-0087","3642","1","APO","OCTAGON PROCESS INC.","06/07/1993","08/02/1993","1993","CWA","02","AFR","1000",,,"0",
"2083","02-1986-0109","1807","1","PSA","**PROPOSED SETTLEMENT**",,,,"RCRA","02","AFR",,,,"0",
"1139","01-1999-0153","1064","1","APO","PRATT & WHITNEY UTC","09/30/1999","11/19/1999","2000","CWA","01","AFR","14400",,,"0",
"1257","01-2000-0060","1164","1","ACO","GRANT HILL ASSOCIATES INC","05/09/2000","05/09/2000","2000","SDWA","01","AFR",,,,"193",
"1261","01-2000-0064","1168","1","ACO","OLD NEWGATE RIDGE WATER CO INC","05/09/2000","05/09/2000","2000","SDWA","01","AFR",,,,"193",
"1264","01-2000-0067","1171","1","ACO","R & R TRAILER PARK","05/09/2000","05/09/2000","2000","SDWA","01","AFR",,,,"193",
"4","01-1974-0001","4","1","CDC","HAVERHILL GAS","11/01/1976","11/01/1976","1977","CWA","01","JDC","18000",,,"0",
"1816","02-1979-0022","1585","1","CDC","ROLLINS ENVIRONMENTAL SVCS","05/13/1980","05/13/1980","1980","CAA","02","JDC","65000",,,"0",
"1818","02-1979-0024","1588","2","CDC","P.R. AQUEDUCT & SEWER AUTHORITY & PR, THE COMMONWE","01/29/2002","01/29/2002","2002","CWA","02","JDC",,,,"0",
"2303","02-1986-0401","1973","1","APO","CHECKPOINT SYSTEMS OF PR","06/30/1986","11/04/1986","1987","RCRA","02","AFR","3500",,,"0",
"2603","02-1987-0417","2175","1","APO","FORT LEE BOE","09/14/1987","03/14/1988","1988","TSCA","02","AFR","1500",,,"0",
"2604","02-1987-0418","2176","1","APO","HOFSTRA UNIVERSITY","09/10/1987","12/22/1988","1989","TSCA","02","AFR","5000",,,"0",
"4636","02-1992-0289","3564","1","AOC","ARTHUR I SARNEY REVOCABLE TRUST, ET AL","05/13/1992","05/13/1992","1992","CERCLA","02","AFR",,,,"0","907500"
"4648","02-1993-0008","3575","1","APO","PRASA (SANTA ISABEL)","01/20/1993","08/27/1993","1993","CWA","02","AFR","50000",,,"0",
"4653","02-1993-0013","3580","1","APO","ANGELICA HEALTH CARE GROUP","10/27/1992","03/30/1993","1993","TSCA","02","AFR","10000",,,"0",
"941","01-1998-0134","889","1","APO","BOSTON DPW","09/29/1998","01/30/1999","1999","CWA","01","AFR","14025",,,"0",
"948","01-1998-0141","897","1","APO","TWEAVE INC","09/23/1998","11/24/1998","1999","CWA","01","AFR","1000",,,"0",
"952","01-1998-0145","901","1","APO","LINCOLN WWTP","09/23/1998","11/24/1998","1999","CWA","01","AFR","1000",,,"0",
"956","01-1998-0150","905","1","ACO","MILFORD STP","09/30/1998","09/30/1998","1998","CWA","01","AFR",,,,"0",
"2112","02-1986-0164","1814","1","CDC","NYSOMH & NEW YORK, STATE OF","05/24/1989","05/24/1989","1989","CAA","02","JDC","10000",,,"0",
"2199","02-1986-0278","1874","1","APO","BETTER METHODS INC","09/13/1986","08/19/1988","1988","TSCA","02","AFR","4000",,,"0",
"2298","02-1986-0391","1968","1","APO","PERMACEL","06/01/1986","06/28/1986","1986","RCRA","02","AFR","2000",,,"0",
"2320","02-1986-0418","1982","1","APO","RESOLVE MFG INC","06/30/1986","06/22/1987","1987","RCRA","02","AFR","9500",,,"0",
"2448","02-1987-0182","2077","1","APO","BERGEN CATHOLIC HIGH SCHOOL","03/27/1987","09/04/1987","1987","TSCA","02","AFR","1200",,,"0",
"3426","02-1989-0096","2663","1","APO","AMERICAN LEATHER","03/23/1989","08/24/1989","1989","RCRA","02","AFR","7592",,,"0",
"18018","03-1998-0100","10419","1","ACO","WHITAKER CAMPGROUND","04/27/1998","04/27/1998","1998","SDWA","03","AFR","0","0",,"1165",
"3197","02-1988-0668","2486","1","APO","CECOS INTERNATIONAL INC","09/30/1980","06/15/1981","1981","TSCA","02","AFR","12500",,,"0",
"3206","02-1988-0677","2494","1","APO","DUNKIRK CITY SD","12/27/1984","02/26/1986","1986","TSCA","02","AFR","13500",,,"0",
"975","01-1998-0169","923","1","AOC","QUEEN STREET DUMP","03/30/1998","03/30/1998","1998","CERCLA","01","AFR",,,,"2800000","0"
"978","01-1998-0172","926","1","APO","HARTFORD MDC VEHICLE","09/30/1998","08/25/1999","1999","RCRA","01","AFR","7000",,,"0",
"981","01-1998-0175","928","1","ACO","POLYMERINE","06/24/1998","06/24/1998","1998","CERCLA","01","AFR",,,,"200000",
"8220","02-2001-0836","6911","1","NOD","UPR-CARRIBBEAN PRIMATE RESEARCH CENTER",,"04/18/2001","2001","CAA","02","AFR",,,,"0",
"8228","02-2001-0846","6914","1","NOD","KOCH-OTTO YORK",,"05/02/2002","2002","EPCRA","02","AFR",,,,"0",
"21688","04-1996-0237","12920","1","CDC","T.H. AGRICULTURE - OU 2","05/15/1997","08/15/1997","1997","CERCLA","04","JDC",,,,"2500000","1"
"21690","04-1996-0268","12922","1","ACO","SEABOARD INDUSTRIES, INC.",,"04/01/1996","1996","CWA","04","AFR",,,,"0",
"16940","03-1995-0078","9729","1","ACO","KUNKEL'S SAW AND MOWER","02/07/1995","02/09/1995","1995","SDWA","03","AFR",,,,"0",
"16944","03-1995-0082","9731","1","CDC","KLINE, RICHARD A ( DIGGS )","10/23/1996","10/23/1996","1997","CERCLA","03","JDC",,,,"0","35000"
"16963","03-1995-0112","9734","1","APO","THIRTY WEST AUTO SALES, INC.","03/20/1995","08/10/1995","1995","SDWA","03","AFR","300",,,"1690",
"20217","04-1985-0002","11970","1","CDC","HEEN, ROGER","05/22/1987","05/22/1987","1987","SDWA","04","JDC","6000",,,"0",
"17521","03-1997-0020","10056","1","ACO","NU-WAY CLEANERS","12/31/1996","01/03/1997","1997","CAA","03","AFR","0",,,"1000",
"12413","03-1988-0437","8494","2","CDC","FAIRCHILD INDUSTRIES, INC","09/18/1996","09/18/1996","1996","CERCLA","03","JDC",,,,"4158797","1860213"
"16495","03-1993-0500","9538","1","CDC","PAGETON COMMUNITY WATER CO","05/14/1996","05/14/1996","1996","SDWA","03","JDC",,,,"0",
"16496","03-1993-0501","9540","2","CDC","ERIE, CITY OF  ERIE COKE ","12/18/1996","12/18/1996","1997","CWA","03","JDC","450000",,,"0",
"16497","03-1993-0502","9543","2","CDC","ZACHARIAS BROTHERS, ET. AL.","10/04/2000","10/04/2000","2001","CERCLA","03","JDC",,,,"0","160377"
"16499","03-1993-0504","9547","3","CDC","AMERICAN RECOVERY CO (DURASTEE","12/11/1996","12/11/1996","1997","CERCLA","03","JDC",,,,"0","19530"
"16523","03-1994-0010","9557","1","APO","CAROLINA FREIGHT CARRIERS CORP","07/07/1994","03/09/1995","1995","SDWA","03","AFR","5200",,,"12000",
"16531","03-1994-0018","9564","1","APO","SEARS ROEBUCK AND CO","01/26/1994","04/06/1995","1995","SDWA","03","AFR","4600",,,"3700",
"16838","03-1994-0346","9715","2","CDC","DEPARTMENT OF GENERAL SERVICES, STATE OF MARYLAND","06/16/1999","08/09/1999","1999","CAA","03","JDC","20000",,,"0",
"6508","02-1998-0157","5298","1","ACO","AGUADILLA REGIONAL WWTP",,"04/24/1998","1998","CWA","02","AFR",,,,"1000",
"21715","04-1996-0334","12937","1","FCT","MCKINNEYS FOOD MART","09/22/1996","01/09/1996","1996","RCRA","04","AFR","450",,,"0",
"21722","04-1996-0355","12943","1","ACO","EDWARD PAWLOWSKI","05/22/1996","11/20/2000","2001","CWA","04","AFR",,,,"15000",
"19563","03-2001-0187","11557","1","APO","VICO/Cavalier Investment Corp","05/21/2001","06/20/2003","2003","CWA","03","AFR","5000",,,"235000",
"3992","02-1990-0377","3052","1","AOC","PAS/OSWEGO","09/27/1990","09/27/1990","1990","CERCLA","02","AFR",,,,"0","1"
"4000","02-1990-0385","3059","1","APO","NYC DEPT OF ENVIR PROTECTION","08/16/1990","05/07/1991","1991","MPRSA","02","AFR","50000",,,"0",
"3671","02-1989-0378","2833","1","APO","ARISTECH CHEMICAL CORP","09/27/1989","07/25/1990","1990","TSCA","02","AFR","36000",,,"0",
"3675","02-1989-0382","2837","1","APO","U.S. POLYCHEMICAL","09/26/1989","08/08/1990","1990","EPCRA","02","AFR","9000",,,"0",
"4100","02-1991-0108","3120","1","APO","THERMAL REDUCTION CO INC","03/11/1991","07/27/1992","1992","EPCRA","02","AFR","34000",,,"0",
"4101","02-1991-0109","3121","1","APO","ATOCHEM NORTH AMERICA INC","02/04/1991","12/03/1991","1992","TSCA","02","AFR","28500",,,"0",
"4103","02-1991-0111","3123","1","APO","SMITH CORONA CORP","03/01/1991","05/07/1991","1991","TSCA","02","AFR","1600",,,"0",
"4110","02-1991-0118","3130","1","APO","KARNAK CORP","03/11/1991","02/25/1992","1992","EPCRA","02","AFR","21050",,,"0",
"4112","02-1991-0120","3132","1","APO","FN BURT CO","03/21/1991","08/08/1991","1991","TSCA","02","AFR","5500",,,"0",
"4468","02-1992-0117","3425","1","APO","TUPPER LAKE VILLAGE OF","06/11/1992","08/20/1992","1992","CWA","02","AFR","1000",,,"0",
"402","01-1995-0099","368","1","ACO","CORNELL ENTERPRISES INC",,"01/09/1995","1995","CERCLA","01","AFR",,,,"54000",
"404","01-1995-0101","370","1","CDC","NYANZA INC","12/17/1997","06/24/1998","1998","CERCLA","01","JDC",,,,"0","8000000"
"468","01-1996-0036","432","1","FCT","ROBY'S ENERGY SERVICE","05/03/1996","08/12/1996","1996","RCRA","01","AFR","600",,,"0",
"15485","03-1991-0372","9150","1","APO","AMOCO OIL COMPANY (YORKTOWN REFINERY)","07/31/1991","12/30/1994","1995","RCRA","03","AFR","245715",,,"0",
"3173","02-1988-0640","45816","1","CDC","Aerosystems Technology Corp. et al.","12/10/2002","03/25/2003","2003","CERCLA","02","JDC",,,,"0","540000"
"1000007582","04-2007-9110","1000000766","1","NOD","HOLCIM  (US) INC.",,"06/25/2008","2008","EPCRA","04","AFR","0",,,"100",
"738","01-1997-0183","693","1","APO","STERN-LEACH COMPANY INC","08/11/1997","08/11/1997","1997","CWA","01","AFR","137500",,,"0",
"5527","02-1995-0331","4350","1","CDC","ABBOTT LABORATORIES, ET AL","01/08/1998","03/31/1998","1998","CERCLA","02","JDC",,,,"10000005","425000"
"1174","01-1999-0188","48597","1","NOD","CABOT CREAMERY","06/28/1999","02/05/2003","2003","EPCRA","01","AFR",,,,"0",
"2379","02-1987-0063","2031","1","APO","CHEMICAL WASTE DISPOSAL CORP.","12/01/1984","10/06/1993","1994","RCRA","02","AFR","1000",,,"0",
"2390","02-1987-0075","2042","1","APO","ROTH STEEL CORPORATION","07/29/1982","06/24/1987","1987","TSCA","02","AFR","8500",,,"0",
"2407","02-1987-0122","2049","1","APO","CALASANCTIUS SCH FOR THE GIFTED","09/16/1986","04/29/1987","1987","TSCA","02","AFR","1000",,,"0",
"2410","02-1987-0125","2052","1","APO","NORTH SYRACUSE CENTRAL BOE","09/16/1986","04/27/1987","1987","TSCA","02","AFR","1500",,,"0",
"2423","02-1987-0147","2059","1","APO","WEGO CHEMICAL & MINERAL CORP","02/19/1987","03/14/1988","1988","TSCA","02","AFR","30000",,,"0",
"585","01-1997-0026","541","1","FCT","LANNIN BROTHERS","11/07/1996","01/10/1997","1997","RCRA","01","AFR","300",,,"0",
